id,word,category,sentenceJapanese,sentenceRomaji,sentenceEnglish
sent-3360,到着する,Suru Verbs,彼はニューヨークに到着すると、すぐに観光地巡りを始めました。,"Kare wa Nyuuyooku ni touchaku suru to, sugu ni kankouchi meguri o hajimemashita.","As soon as he arrived in New York, he began touring the tourist spots."
sent-3361,投票する,Suru Verbs,選挙で投票するのは市民の義務です。,Senkyo de touhyou suru no wa shimin no gimu desu,Voting in an election is a citizen's duty.
sent-3362,投票する,Suru Verbs,今年の選挙で誰に投票するか決めましたか？,Kotoshi no senkyo de dare ni touhyou suru ka kimemashita ka?,Have you decided who you will vote for in this year's election?
sent-3363,投票する,Suru Verbs,彼女は投票する権利を行使したかった。,Kanojo wa touhyou suru kenri o koushi shitakatta,She wanted to exercise her right to vote.
sent-3364,投票する,Suru Verbs,皆さんは、オンラインで投票するのが便利だと思いますか？,"Minasan wa, onrain de touhyou suru no ga benri da to omoimasu ka?",Do you all think that voting online is convenient?
sent-3365,投票する,Suru Verbs,彼の投票する意思は固まっている。,Kare no touhyou suru ishi wa katamatte iru,His intention to vote is firm.
sent-3366,統一する,Suru Verbs,国を統一するために、彼は長い戦いを続けた。,"Kuni o touitsu suru tame ni, kare wa nagai tatakai o tsuzuketa.",He continued the long battle to unify the country.
sent-3367,統一する,Suru Verbs,会社は、従業員の制服を統一することを決定しました。,"Kaisha wa, juugyouin no seifuku o touitsu suru koto o kettei shimashita.",The company decided to unify the uniforms of its employees.
sent-3368,統一する,Suru Verbs,彼らは言語を統一するために、共通の言語を学んでいる。,"Karera wa gengo o touitsu suru tame ni, kyou tsuu no gengo o manandeiru.",They are learning a common language to unify their languages.
sent-3369,統一する,Suru Verbs,政府は税制を統一することを目指しています。,Seifu wa zeisei o touitsu suru koto o mezashiteimasu.,The government aims to unify the tax system.
sent-3370,統一する,Suru Verbs,デザインチームは、プロジェクト全体のブランディングを統一する必要がある。,"Dezain chiimu wa, purojekuto zen tai no burandingu o touitsu suru hitsuyou ga aru.",The design team needs to unify the branding of the entire project.
sent-3371,取引する,Suru Verbs,彼と取引するのは初めてです。,Kare to torihiki suru no wa hajimete desu.,This is my first time dealing with him.
sent-3372,取引する,Suru Verbs,その企業と長年取引しています。,Sono kigyou to naganen torihiki shiteimasu.,We have been dealing with that company for many years.
sent-3373,取引する,Suru Verbs,不正な方法で取引をすることは違法です。,Fusei na houhou de torihiki o suru koto wa ihou desu.,It is illegal to engage in transactions using fraudulent methods.
sent-3374,取引する,Suru Verbs,各国と円滑に取引するためには、通関手続きが重要です。,"Kakukoku to entatsu ni torihiki suru tame ni wa, tsuukanshori ga juuyou desu.",Customs clearance is important for smooth transactions with each country.
sent-3375,取引する,Suru Verbs,多くの取引先と良好な関係を築くことはビジネス成功の鍵です。,Ooku no torihikisaki to ryokou na kankei o kizuku koto wa bijinesu seikou no kagi desu.,Building good relationships with many business partners is the key to business success.
sent-3376,当選する,Suru Verbs,彼は選挙で当選する見込みが高い。,Kare wa senkyo de tōsen suru mikomi ga takai.,He has a high chance of winning the election.
sent-3377,当選する,Suru Verbs,当選したら、どんな政策を実行しますか？,"Tōsen shitara, donna seisaku o jikkō shimasu ka?","If you get elected, what policies will you implement?"
sent-3378,当選する,Suru Verbs,くじに当選する確率はかなり低いです。,Kuji ni tōsen suru kakuritsu wa kanari hikui desu.,The odds of winning the lottery are quite low.
sent-3379,当選する,Suru Verbs,彼女は大統領選挙で当選するために猛烈な選挙運動を行った。,Kanojo wa daitōryō senkyo de tōsen suru tame ni mōretsu na senkyo undō o okonatta.,She campaigned fiercely to win the presidential election.
sent-3380,当選する,Suru Verbs,この番組の抽選で２人が豪華旅行に当選する。,Kono bangumi no chūsen de futari ga gōka ryokō ni tōsen suru.,Two people will win a luxurious trip in the drawing of this program.
sent-3381,投資する,Suru Verbs,いい案件に投資することは成功の鍵だ。,Ii anken ni toushi suru koto wa seikou no kagi da.,Investing in good projects is the key to success.
sent-3382,投資する,Suru Verbs,投資する前に、リスクとリターンをよく検討しましょう。,"Toushi suru mae ni, risuku to ritaan o yoku kentou shimashou.","Before investing, carefully consider the risks and returns."
sent-3383,投資する,Suru Verbs,彼は新しいビジネスに投資することを決めました。,Kare wa atarashii bijinesu ni toushi suru koto o kimemashita.,He decided to invest in a new business.
sent-3384,投資する,Suru Verbs,若いうちから資産運用や投資する習慣を持つことは将来の安定収入のために重要だ。,Wakai uchi kara shisan unyou ya toushi suru shuukan o motsu koto wa shourai no antei shuunyuu no tame ni juuyou da.,Having the habit of managing assets and investing from a young age is important for stable future income.
sent-3385,投資する,Suru Verbs,環境にやさしい技術に投資することは、地球を守るために大切だ。,"Kankyou ni yasashii gijutsu ni toushi suru koto wa, chikyuu o mamoru tame ni taisetsu da.",Investing in environmentally friendly technology is important for protecting the Earth.
sent-3386,通知する,Suru Verbs,彼女にパーティーの日程を通知しました。,Kanojo ni paatii no nittei o tsuuchi shimashita.,I informed her of the party schedule.
sent-3387,通知する,Suru Verbs,学校は休校の通知を家庭に送信した。,Gakkou wa kyuukou no tsuuchi o katei ni soushin shita.,The school sent a notice of closure to the families.
sent-3388,通知する,Suru Verbs,上司に状況の変化を通知する必要がある。,Joushi ni joukyou no henka o tsuuchi suru hitsuyou ga aru.,It is necessary to notify the boss of the situation changes.
sent-3389,通知する,Suru Verbs,田中さんからメールで面接日を通知されました。,Tanaka-san kara meeru de mensetsu-bi o tsuuchi sare-mashita.,Mr. Tanaka notified me of the interview date by email.
sent-3390,通知する,Suru Verbs,もし電話が切れたら、再度通知してください。,"Moshi denwa ga kiretara, saido tsuuchi shite kudasai.","If the call gets disconnected, please notify me again."
sent-3391,追加する,Suru Verbs,勉強の時間を追加することにしました。,Benkyou no jikan o tsuika suru koto ni shimashita,I decided to add more study time.
sent-3392,追加する,Suru Verbs,予算を追加する必要があります。,Yosan o tsuika suru hitsuyou ga arimasu,We need to add more budget.
sent-3393,追加する,Suru Verbs,締切に間に合わせるためには、人員を追加する必要があります。,"Shimekiri ni maniawaseru tame ni wa, jin'in o tsuika suru hitsuyou ga arimasu","To meet the deadline, we need to add more staff."
sent-3394,追加する,Suru Verbs,このプロジェクトに追加する新しい機能について発表します。,Kono purojekuto ni tsuika suru atarashii kinou ni tsuite happyou shimasu,I'll announce the new features to be added to this project.
sent-3395,追加する,Suru Verbs,電話料金にオプションを追加することができますか？,Denwa ryoukin ni opushon o tsuika suru koto ga dekimasu ka?,Can I add options to my phone bill?
sent-3396,通過する,Suru Verbs,難関の試験に通過することができた。,Nankan no shiken ni tsuuka suru koto ga dekita,I was able to pass a difficult exam.
sent-3397,通過する,Suru Verbs,国境を通過する際にはパスポートが必要です。,Kokkyou o tsuuka suru sai ni wa pasupōto ga hitsuyou desu,You need a passport when passing through the border.
sent-3398,通過する,Suru Verbs,電車は駅を通過することなく止まってしまった。,Densha wa eki o tsuuka suru koto naku tomatte shimatta,The train stopped without passing through the station.
sent-3399,通過する,Suru Verbs,この街を通過して目的地に向かいます。,Kono machi o tsuuka shite mokutekichi ni mukaimasu,We will pass through this town and head to our destination.
sent-3400,通過する,Suru Verbs,新しい法律が議会を通過しました。,Atarashii houritsu ga gikai o tsuuka shimashita,The new law has passed through the parliament.
sent-3401,運営する,Suru Verbs,このイベントを運営するのは彼女たちのグループです。,Kono ibento o un'ei suru no wa kanojotachi no guruupu desu.,The group in charge of running this event is their group.
sent-3402,運営する,Suru Verbs,この会社は20年間成功して運営してきました。,Kono kaisha wa nijuu nenkan seikou shite un'ei shite kimashita.,This company has been operating successfully for 20 years.
sent-3403,運営する,Suru Verbs,彼は学校の図書館を運営する責任者です。,Kare wa gakkou no toshokan o un'ei suru sekininsha desu.,He is the person responsible for managing the school library.
sent-3404,運営する,Suru Verbs,彼女は地元のお祭りを運営する委員会のメンバーです。,Kanojo wa jimoto no omatsuri o un'ei suru iinkai no menbaa desu.,She is a member of the committee that manages the local festival.
sent-3405,運営する,Suru Verbs,このレストランは夫婦で運営されています。,Kono resutoran wa fuufu de un'ei sareteimasu.,This restaurant is operated by a couple.
sent-3406,運転する,Suru Verbs,彼は毎日会社まで車で運転しています。,Kare wa mainichi kaisha made kuruma de unten shiteimasu,He drives his car to the office every day.
sent-3407,運転する,Suru Verbs,運転する前に、シートベルトを締めるのを忘れないでください。,"Unten suru mae ni, shi-to beruto o shimeru no o wasurenai de kudasai",Don't forget to fasten your seatbelt before driving.
